2632523,2021-May-31 02:30:06,lsnrg.wam,ALCOHOL,CANABIS,PAPER,TOBACCO,-,1,2290000
2632513,2021-May-31 02:29:32,4y4qy.wam,COAL,COAL,ENERGY,LAVA,-,1,640000
2632414,2021-May-31 02:25:06,unfr.wam,EARTH,GEYSER,HEAT,PRESS,-,1,280000
2632345,2021-May-31 02:18:21,4muec.wam,EARTH,SAND,STONE,WIND,-,1,700000
2632331,2021-May-31 02:15:38,unfr.wam,GEYSER,HEAT,PRESS,STONE,-,1,370000
2632303,2021-May-31 02:13:19,2gpbk.wam,AIR,HEAT,LAVA,WATER,-,1,100000
2632228,2021-May-31 02:07:36,unfr.wam,COAL,GEYSER,PRESS,STONE,-,1,610000
2632222,2021-May-31 02:06:38,3.lqy.wam,BOILER,ENERGY,ENERGY,PRESS,-,1,880000
2632220,2021-May-31 02:06:12,unfr.wam,EARTH,ENERGY,GEYSER,VULCANO,-,1,730000
2632210,2021-May-31 02:00:22,4y4qy.wam,COAL,EARTH,FIRE,STONE,-,1,400000
2632163,2021-May-31 01:54:45,cjdqu.wam,HEAT,PRESS,PRESS,SAND,-,1,580000
2631539,2021-May-31 01:26:29,4muec.wam,EARTHQ,MNTAIN,WATER,WIND,-,1,880000
2631458,2021-May-31 01:19:56,unfr.wam,EARTH,EARTH,GEYSER,VULCANO,-,1,700000
2631043,2021-May-31 00:58:14,trvba.wam,EARTH,GEYSER,SALT,VULCANO,-,1,760000
2630887,2021-May-31 00:50:59,tyzrc.wam,EARTH,EARTH,ENERGY,STONE,-,1,160000
2630877,2021-May-31 00:50:43,frcqu.wam,CLAY,CLAY,LAVA,PRESS,-,1,1360000
2630556,2021-May-31 00:39:26,k1ob2.wam,AIR,ENERGY,MUD,PRESS,-,1,130000
2630397,2021-May-31 00:24:18,jfyr2.wam,COAL,HEAT,HEAT,METAL,-,1,1030000
2630215,2021-May-31 00:09:37,jfyr2.wam,COAL,LAVA,VULCANO,WATER,-,1,820000
2629559,2021-May-30 23:46:52,ehrbq.wam,EARTH,EARTH,PRESS,VULCANO,-,1,550000
2629292,2021-May-30 23:39:11,ehrbq.wam,EARTH,PRESS,PRESS,VULCANO,-,1,580000
2629220,2021-May-30 23:31:37,huau4.wam,GUNPWDR,PRESS,PRESS,PRESS,-,1,250000
2628996,2021-May-30 23:23:18,5nrso.wam,ASH,EARTH,EARTH,PRESS,-,1,670000
2628894,2021-May-30 23:20:45,unfr.wam,COAL,COAL,GEYSER,GEYSER,-,1,940000
2628865,2021-May-30 23:20:05,z4hbe.wam,AIR,EARTH,GARBAGE,STEAM,-,1,100000
2628824,2021-May-30 23:18:55,jfyr2.wam,EARTHQ,MNTAIN,PRESS,WATER,-,1,790000
2628594,2021-May-30 23:12:24,gwgb2.wam,EARTH,PRESS,STONE,VULCANO,-,1,640000
2627716,2021-May-30 22:55:16,bhwqy.wam,DUST,DUST,EARTH,PRESS,-,2,130000
2627620,2021-May-30 22:51:22,jfyr2.wam,DUST,EARTH,EARTH,PRESS,-,1,100000
2627495,2021-May-30 22:45:48,unfr.wam,GEYSER,STONE,STONE,STONE,-,1,490000
2627419,2021-May-30 22:43:54,2m.r2.wam,DUST,EARTH,PRESS,STONE,-,1,190000
2627277,2021-May-30 22:40:18,ruoty.wam,AIR,AIR,COAL,HEAT,-,1,340000
2626953,2021-May-30 22:26:21,vaaaaaaaaaan,ELECTRC,ENERGY,OXYGEN,SUN,-,1,4840000
2626944,2021-May-30 22:25:37,vaaaaaaaaaan,ATMSPHE,ELECTRC,ENERGY,OXYGEN,-,2,4360000
2626833,2021-May-30 22:15:33,unfr.wam,COAL,COAL,COAL,GEYSER,-,1,1030000
2626817,2021-May-30 22:14:35,vaaaaaaaaaan,AIR,ELECTRC,OXYGEN,SUN,-,1,4810000
2626677,2021-May-30 22:07:27,kcxaw.wam,AIR,ATMSPHE,PRESS,SEA,-,1,220000
2626514,2021-May-30 21:56:09,unfr.wam,COAL,GEYSER,GEYSER,GEYSER,-,1,850000
2626487,2021-May-30 21:55:04,ijar.wam,HEAT,LIFE,MCRSCP,WATER,-,1,3190000
2626477,2021-May-30 21:54:31,3diri.wam,EARTHQ,LAVA,PRESS,PRESS,-,1,220000
2625763,2021-May-30 21:29:33,dz3ra.wam,ENERGY,PRESS,PRESS,STONE,-,1,220000
2625477,2021-May-30 21:17:30,unfr.wam,GEYSER,GEYSER,GEYSER,VULCANO,-,1,1060000
2625458,2021-May-30 21:16:25,jfyr2.wam,HEAT,PRESS,TREE,VACUUM,-,1,2110000
2625169,2021-May-30 21:03:46,g2cbe.wam,ENERGY,ENERGY,PRESS,STONE,-,1,220000
2625153,2021-May-30 21:03:13,unfr.wam,COAL,GEYSER,PRESS,PRESS,-,1,550000
2625105,2021-May-30 21:01:32,zbqrc.wam,MNTAIN,MNTAIN,WIND,WIND,-,1,1540000
2625005,2021-May-30 20:59:14,qsnba.wam,COAL,EARTHQ,PRESS,PRESS,-,2,460000
2624928,2021-May-30 20:57:28,frcqu.wam,AIR,COAL,PRESS,STEEL,-,1,1300000
2624652,2021-May-30 20:51:02,xibbm.wam,AIR,COAL,HEAT,STEAM,-,1,370000
2624579,2021-May-30 20:48:44,1uobi.wam,MUD,RAIN,STONE,WIND,-,1,310000
2624516,2021-May-30 20:46:44,frcqu.wam,AIR,ALCOHOL,PRESS,STEEL,-,1,1210000
2624510,2021-May-30 20:46:31,cabba.wam,AIR,LAVA,PLANT,PRESS,-,1,250000
2624422,2021-May-30 20:43:43,cabba.wam,AIR,LAVA,LAVA,PLANT,-,1,250000
2624378,2021-May-30 20:40:30,f5ssq.wam,METAL,PRESS,SWAMP,SWAMP,-,1,1210000
2624193,2021-May-30 20:34:04,javb.wam,ASH,COAL,DIAMOND,PRESS,-,1,1330000
2624056,2021-May-30 20:30:07,aljqy.wam,ATMSPHE,HEAT,STEAM,WATER,-,1,220000
2624031,2021-May-30 20:29:30,frcqu.wam,AIR,ALCOHOL,ENERGY,STEEL,-,1,1210000
2623828,2021-May-30 20:20:26,pq4r4.wam,COAL,SUN,SUN,SUN,-,1,2110000
2623788,2021-May-30 20:18:48,5rdbk.wam,AIR,OCEAN,PRESS,WATER,-,1,220000
2623773,2021-May-30 20:18:33,lurb2.wam,EARTH,HEAT,PRESS,STEEL,-,1,1060000
2623738,2021-May-30 20:17:48,goyrc.wam,COAL,ENERGY,ENERGY,WATER,-,1,370000
2623613,2021-May-30 20:14:09,eq3aw.wam,HEAT,MOSS,PLANT,PRESS,-,1,520000
2623600,2021-May-30 20:13:26,5rdbk.wam,EARTH,ENERGY,LAVA,VULCANO,-,1,580000
2623544,2021-May-30 20:11:54,goyrc.wam,COAL,ENERGY,WATER,WATER,-,1,340000
2623491,2021-May-30 20:10:42,unfr.wam,CLAY,CLAY,COAL,FIRE,-,1,1570000
2623349,2021-May-30 20:07:22,qjjqu.wam,HEAT,MOSS,MOSS,PRESS,-,1,640000
2623327,2021-May-30 20:06:37,3diri.wam,EARTHQ,PRESS,PRESS,PRESS,-,1,220000
2622879,2021-May-30 19:54:21,qwybg.wam,COAL,EARTHQ,EARTHQ,PRESS,-,1,520000
2622782,2021-May-30 19:51:46,kinak.wam,EARTHQ,HEAT,HEAT,HEAT,-,2,220000
2622733,2021-May-30 19:50:44,frcqu.wam,COAL,HEAT,PRESS,STEEL,-,1,1330000
2622679,2021-May-30 19:48:41,i5tqy.wam,AIR,ALCOHOL,HEAT,PRESS,-,1,280000
2622446,2021-May-30 19:43:05,5h2ru.wam,COAL,EARTHQ,ENERGY,HEAT,-,1,460000
2622362,2021-May-30 19:38:18,mkr.gm,EARTH,GRASS,MUD,STONE,-,1,400000
2622340,2021-May-30 19:37:06,lurb2.wam,EARTH,HEAT,METAL,PRESS,-,1,760000
2622335,2021-May-30 19:36:47,5h2ru.wam,EARTHQ,ENERGY,HEAT,PRESS,-,1,220000
2622332,2021-May-30 19:36:41,oegr2.wam,EARTHQ,HEAT,LIFE,PRESS,-,1,460000
2622329,2021-May-30 19:36:34,x4pra.wam,LIFE,MCRSCP,SWAMP,WATER,-,1,3400000
2622312,2021-May-30 19:35:56,frcqu.wam,COAL,COAL,COAL,STEEL,-,1,1810000
2622291,2021-May-30 19:35:10,w1osq.wam,ALCOHOL,COAL,FIRE,FIRE,-,1,490000
2622289,2021-May-30 19:35:10,q1pb4.wam,ENERGY,GARBAGE,SALT,WATER,-,1,160000
2621975,2021-May-30 19:26:46,teubg.wam,COAL,EARTHQ,ENERGY,PRESS,-,1,460000
2621788,2021-May-30 19:19:26,teubg.wam,EARTH,LIFE,PRESS,PRESS,-,1,370000
2621548,2021-May-30 19:06:42,vaaaaaaaaaan,AIR,ELECTRC,ELECTRC,OXYGEN,-,1,5620000
2621547,2021-May-30 19:05:52,vaaaaaaaaaan,AIR,ELECTRC,OXYGEN,OXYGEN,-,1,6970000
2621544,2021-May-30 19:05:31,vaaaaaaaaaan,AIR,AIR,ELECTRC,OXYGEN,-,1,4210000
2621516,2021-May-30 19:01:42,rprqy.wam,ATMSPHE,OXYGEN,SUN,WIND,-,1,3640000
2621496,2021-May-30 19:00:17,u1lbs.wam,DIAMOND,EARTH,PRESS,PRESS,-,1,490000
2621485,2021-May-30 18:59:49,jfyr2.wam,CANABIS,PAPER,PAPER,WIND,-,1,2260000
2621466,2021-May-30 18:59:02,iybcc.wam,METAL,SALT,WATER,WATER,-,1,760000
2621334,2021-May-30 18:54:51,5h2ru.wam,AIR,ENERGY,PRESS,SWAMP,-,1,340000
2621180,2021-May-30 18:51:35,2xray.wam,LAVA,LAVA,MNTAIN,PRESS,-,1,760000
2620911,2021-May-30 18:46:22,qlir2.wam,METAL,PLASMA,PLASMA,PRESS,-,1,2170000
2620641,2021-May-30 18:41:00,2xray.wam,LAVA,MNTAIN,PRESS,PRESS,-,1,760000
2620525,2021-May-30 18:38:02,fftpu.wam,STONE,STONE,STONE,WIND,-,1,430000
2620501,2021-May-30 18:36:24,vaaaaaaaaaan,CLOTH,PAPER,TREE,WIND,-,1,5590000
2620407,2021-May-30 18:32:37,bhwqy.wam,PAPER,PLANT,WIND,WIND,-,1,790000
2620367,2021-May-30 18:29:48,.4er2.wam,LAVA,MUD,PRESS,SEA,-,1,160000
2619766,2021-May-30 18:14:02,gk3bk.wam,GRASS,STONE,STONE,STONE,-,1,550000
2619602,2021-May-30 18:11:04,qlir2.wam,FROST,METAL,PLASMA,PRESS,-,1,1840000
2618841,2021-May-30 17:49:36,n4qr.wam,AIR,AIR,ATMSPHE,OXYGEN,-,1,2920000
2618247,2021-May-30 17:26:49,xo1r.wam,FOG,FOG,FOG,GEYSER,-,1,1300000
2618215,2021-May-30 17:25:27,xo1r.wam,FLOOD,FLOOD,FOG,MOSS,-,1,970000
2618164,2021-May-30 17:23:13,n4qr.wam,EARTH,LIFE,LIFE,SWAMP,-,1,820000
2618023,2021-May-30 17:19:36,v51ro.wam,ICE,MNTAIN,RAIN,WIND,-,1,1240000
2617903,2021-May-30 17:16:27,.4er2.wam,LAVA,MUD,OCEAN,PRESS,-,1,280000
2617901,2021-May-30 17:16:22,t.jr2.wam,COAL,PRESS,PRESS,SMOKE,-,1,700000
2617715,2021-May-30 16:59:08,cyberhythmuk,FIRE,OBSIDIN,PRESS,STEAM,-,1,220000
2617230,2021-May-30 16:30:51,yvfra.wam,BOILER,COAL,PRESS,STEAM,-,1,1120000
2617223,2021-May-30 16:30:28,xibbm.wam,COAL,PRESS,STEAM,WATER,-,1,370000
2617100,2021-May-30 16:24:25,uwyr4.wam,GARBAGE,LAVA,LAVA,OBSIDIN,-,1,250000
2616648,2021-May-30 15:43:08,teubg.wam,COAL,ENERGY,HEAT,STONE,-,1,460000
2616564,2021-May-30 15:40:04,ehrbq.wam,COAL,PLANT,PRESS,WATER,-,1,490000
2615464,2021-May-30 15:20:44,ry4qy.wam,COAL,HEAT,METAL,PRESS,-,1,1030000
2613071,2021-May-30 14:37:03,.nxea.wam,CLAY,COAL,FIRE,PRESS,-,1,970000
2611990,2021-May-30 14:26:32,mjsaw.wam,COAL,EARTHQ,HEAT,VULCANO,-,1,910000
2609793,2021-May-30 13:54:08,optbc.wam,DUST,FIRE,FIRE,LAVA,-,1,100000
2608749,2021-May-30 13:41:45,zczra.wam,FIRE,FIRE,HEAT,PRESS,-,1,100000
2607251,2021-May-30 13:26:27,aljqy.wam,ATMSPHE,HEAT,PRESS,STEAM,-,1,250000
2606995,2021-May-30 13:23:55,gnsba.wam,BOILER,COAL,COAL,STEEL,-,1,2290000
2605348,2021-May-30 13:00:00,unregistered,COAL,LAVA,STEAM,STEAM,-,1,400000
2603538,2021-May-30 12:18:54,jtuay.wam,ENERGY,ENERGY,GARBAGE,HEAT,-,1,160000
2602896,2021-May-30 12:07:28,q1pb4.wam,ENERGY,ENERGY,PLANT,STONE,-,1,340000
2602710,2021-May-30 12:04:16,xpobs.wam,ATMSPHE,HEAT,PRESS,WATER,-,1,220000
2602155,2021-May-30 11:55:59,jtob2.wam,DIAMOND,LAVA,PRESS,WATER,-,1,490000
2601877,2021-May-30 11:52:07,ivjbi.wam,AIR,BROOM,EARTH,FIRE,-,1,4960000
2599922,2021-May-30 11:27:52,iayaw.wam,ENERGY,HEAT,MUD,MUD,-,1,160000
2599867,2021-May-30 11:27:21,iayaw.wam,DUST,ENERGY,HEAT,PRESS,-,1,160000
2599444,2021-May-30 11:23:09,aljqy.wam,AIR,ATMSPHE,STEAM,STEAM,-,1,220000
2597389,2021-May-30 11:06:49,hgfqq.wam,PAINT,PAPER,WIND,WIND,-,1,3430000
2596704,2021-May-30 11:01:54,guwr2.wam,FIRE,PRESS,PRESS,STEAM,-,1,130000
2595814,2021-May-30 10:52:28,guwr2.wam,FIRE,HEAT,HEAT,PRESS,-,1,130000
2595101,2021-May-30 10:43:24,xpobs.wam,BOILER,ENERGY,HEAT,WATER,-,1,850000
2594934,2021-May-30 10:41:10,dz3ra.wam,GARBAGE,PRESS,STEAM,STEAM,-,1,160000
2594724,2021-May-30 10:37:34,dz3ra.wam,GARBAGE,GARBAGE,PRESS,STEAM,-,1,160000
2593948,2021-May-30 10:26:10,.kidy.wam,COAL,GARBAGE,HEAT,PRESS,-,1,400000
2593060,2021-May-30 10:14:28,m3ddm.wam,HEAT,MNTAIN,PLANT,PRESS,-,1,880000
2592924,2021-May-30 10:13:04,xqjam.wam,PAPER,PLANT,TREE,WIND,-,2,1450000
2590128,2021-May-30 09:48:16,cloay.wam,ATMSPHE,COAL,FIRE,PRESS,-,1,460000
2586353,2021-May-30 09:16:25,u4lqy.wam,DUST,EARTH,RAIN,WATER,-,1,100000
2585992,2021-May-30 09:12:11,u3gbc.wam,AIR,OBSIDIN,PRESS,WATER,-,1,190000
2582446,2021-May-30 08:49:44,ylrqy.wam,ATMSPHE,EARTH,OXYGEN,RADITON,-,1,5350000
2578594,2021-May-30 08:27:04,441t2.wam,CHAIN,KNIFE,PAPER,TREE,-,1,6010000
2578016,2021-May-30 08:22:47,fgebu.wam,COAL,LAVA,OBSIDIN,STONE,-,1,550000
2577132,2021-May-30 08:16:07,cloay.wam,COAL,EARTHQ,EARTHQ,FIRE,-,1,490000
2575559,2021-May-30 08:07:41,oikb4.wam,ENERGY,FIRE,GARBAGE,MUD,-,1,130000
2569451,2021-May-30 07:36:22,zfmqw.wam,AIR,ATMSPHE,ENERGY,PRESS,-,1,220000
2563814,2021-May-30 07:15:37,xqgbi.wam,COAL,COAL,EARTHQ,VULCANO,-,2,1150000
2557907,2021-May-30 06:47:52,vaaaaaaaaaan,GLASS,GLASS,METAL,PAINT,MIRROR,601,4450000
2557270,2021-May-30 06:11:24,ricr.wam,AIR,BEACH,FIRE,STONE,-,1,1510000
2557239,2021-May-30 06:09:49,ricr.wam,ENERGY,FIRE,POT,WATER,-,1,1720000
2557210,2021-May-30 06:08:10,ricr.wam,AIR,EARTH,SEA,VIRUS,-,1,790000
2557043,2021-May-30 06:01:58,4zbaw.wam,BEACH,EARTHQ,LAVA,WATER,-,1,1540000
2556856,2021-May-30 05:56:46,4nzr2.wam,CLAY,COAL,ELECTRC,STEEL,-,1,3310000
2556572,2021-May-30 05:50:41,teubg.wam,EARTHQ,EARTHQ,EARTHQ,WATER,-,1,310000
2555120,2021-May-30 05:01:26,pohl.wam,HEAT,HEAT,STONE,WATER,-,1,190000
2554858,2021-May-30 04:52:59,yvfra.wam,AIR,BOILER,COAL,STEAM,-,1,1090000
2554604,2021-May-30 04:00:57,tyzrc.wam,EARTH,ENERGY,ENERGY,STONE,-,1,190000
2554430,2021-May-30 03:44:13,pq4r4.wam,ELECTRC,SALT,STEEL,WATER,-,1,2470000
2554179,2021-May-30 03:36:08,gnsba.wam,CLOUD,GRASS,MNTAIN,SKY,-,1,1780000
2553958,2021-May-30 03:24:06,msmqw.wam,COAL,COAL,OBSIDIN,OBSIDIN,-,1,820000
2553893,2021-May-30 03:21:28,wdxr2.wam,LAVA,LAVA,MUD,STONE,-,1,220000
2553641,2021-May-30 03:06:48,teubg.wam,AIR,FIRE,POT,WATER,-,1,1690000
2552240,2021-May-30 02:13:38,rplanetdevil,ELECTRC,ELECTRC,ELECTRC,OXYGEN,-,1,7030000
2552176,2021-May-30 02:11:52,xybuc.wam,GLASS,GLASS,PRESS,TNPLT,-,1,1810000
2552052,2021-May-30 02:08:07,tflb.wam,CLOUD,EARTH,EARTHQ,GRASS,-,1,670000
2550986,2021-May-30 01:44:06,xybuc.wam,GLASS,HEAT,PRESS,TNPLT,-,1,1360000
2550867,2021-May-30 01:42:16,ct.ra.wam,AIR,METAL,SALT,WATER,-,1,760000
2549831,2021-May-30 01:21:20,tnequ.wam,ATMSPHE,MNTAIN,RAIN,WIND,-,1,940000
2549759,2021-May-30 01:19:27,bd4b4.wam,ALCOHOL,PRESS,PRESS,STEEL,-,1,1240000
2549226,2021-May-30 01:04:18,bd4b4.wam,ALCOHOL,HEAT,PRESS,STEEL,-,1,1240000
2547885,2021-May-30 00:40:49,almrc.wam,AIR,EARTH,ENERGY,HEAT,-,1,100000
2544382,2021-May-30 00:10:24,.zeqy.wam,DUST,EARTH,RAIN,STONE,-,1,190000
2543513,2021-May-30 00:06:16,rjis.wam,ATMSPHE,ENERGY,EXPLOSN,LIFE,-,1,760000
2540567,2021-May-29 23:56:25,wsl.g.wam,AIR,GARBAGE,MUD,PLANT,-,1,250000
2519687,2021-May-29 23:19:54,gwgb2.wam,HEAT,LAVA,LAVA,STONE,-,1,220000
2498262,2021-May-29 22:43:22,vgvaw.wam,ELECTRC,FROST,ICE,METAL,FRIDGE,603,2920000
2498173,2021-May-29 22:42:05,dz2aw.wam,ELECTRC,ICE,METAL,METAL,-,1,3190000
2497708,2021-May-29 22:35:49,xidba.wam,BULB,ELECTRC,FROST,STEEL,-,1,6040000
2497450,2021-May-29 22:32:24,bnie.wam,EARTH,HEAT,HEAT,STONE,-,2,190000
2497347,2021-May-29 22:30:42,tmgsu.wam,AIR,FROST,WATER,WATER,-,2,430000
2497206,2021-May-29 22:28:48,pcirg.wam,DUST,PRESS,SEA,WATER,-,1,130000
2497204,2021-May-29 22:28:46,nlyrc.wam,ELECTRC,OXYGEN,OXYGEN,RADITON,-,1,9400000
2496859,2021-May-29 22:26:09,.5hci.wam,ELECTRC,FROST,METAL,METAL,-,2,3160000
2496538,2021-May-29 22:23:50,.taay.wam,AIR,ICE,PRESS,VACUUM,-,1,1720000
2496338,2021-May-29 22:22:39,3qsb4.wam,FROST,ICE,WATER,WIND,-,1,970000
2495933,2021-May-29 22:20:07,mg4bi.wam,ENERGY,METAL,PRESS,WATER,-,1,760000
2495900,2021-May-29 22:19:57,mp4ra.wam,AIR,EARTH,EARTH,ICE,-,1,460000
2495238,2021-May-29 22:15:45,m4rb.wam,ELECTRC,ICE,ICE,ICE,-,1,2710000
2494919,2021-May-29 22:13:44,vaaaaaaaaaan,ICE,ICE,STEEL,STEEL,-,1,2800000
2494794,2021-May-29 22:13:07,xqjam.wam,AIR,FROST,PRESS,PRESS,-,1,490000
2494550,2021-May-29 22:11:49,rqhr4.wam,GARBAGE,PRESS,PRESS,STEAM,-,1,160000
2494516,2021-May-29 22:11:36,bovbc.wam,COAL,COAL,COAL,SUN,-,1,1450000
